MAX_ATR_I_12M,NMES_ATR15_I_U6K_24M,RTOT_DACT_DTOT_24M,VAR_PROM_ENT_ACTU_24M,NMES_UATR3_I_24M,VAR_PROM_DEUDIR_ACTU_12M,INC_SUM_ACTSH_ACTU_24M,MAX_ENT_12M,N_NOR_24M,NMES_UATR15_I_U6K_24M,FLG_CLI_DEF60
8,0,0.957647171,0.5625,2,1.404515836,31.89327494,2,7,0,0
5,0,0.733379214,0.0,1,1.139413559,35.11801671,1,15,0,0
5,0,1.0,-0.28125,1,0.029399434,13.03361047,2,16,0,0
0,0,1.0,0.0,0,1.158383479,35.51035354,1,15,0,0
2,0,0.892825564,-0.020833333,0,0.074092583,19.15384304,3,24,0,0
7,0,1.0,0.0,0,-0.21348507,11.8288764,1,15,0,0
1,0,0.979744579,0.0,0,-0.096144345,14.54733929,1,17,0,0
10,0,0.91411567,-0.297619048,0,-0.496142073,6.067610953,4,21,0,0
2,0,1.0,-0.166666667,0,0.075726343,13.35672619,2,15,0,0
22,5,0.970303219,-0.263888889,0,0.217824575,25.4578369,3,20,0,0
0,0,0.547174275,0.0,0,-0.159016774,8.410791923,1,14,0,0
8,0,0.6145809,-0.458333333,2,0.001981975,34.84125997,3,24,0,0
6,0,1.0,0.0,4,0.543767751,19.96963137,1,15,0,0
0,0,0.929263784,-0.395833333,0,-0.216834139,11.96040611,4,23,0,0
19,1,1.0,0.0,0,-0.059224829,14.09857343,1,15,0,0
1,0,1.0,0.0,0,-0.321747462,8.06767361,1,14,0,0
25,2,1.0,0.0,0,0.075787316,15.0089861,1,15,0,0
12,0,1.0,-0.333333333,4,-0.4991242,5.907383812,2,15,0,0
5,0,1.0,-0.0625,0,-0.317547424,10.71562736,2,24,0,0
0,0,0.999692659,-0.233333333,0,-0.039740146,10.95183234,2,15,0,0
4,0,1.0,0.0,3,0.212148475,11.65067136,1,12,0,0
0,0,1.0,0.0,0,0.126050447,18.23011598,1,15,0,0
5,0,1.0,-0.3,2,-0.065577297,11.37171875,2,15,0,0
4,0,1.0,0.0,1,0.194706151,13.33647382,1,12,0,0
9,0,1.0,-0.347826087,8,0.131225929,24.68974793,2,23,0,0
3,0,0.87583614,-0.138888889,2,0.276880713,29.35389806,3,24,0,0
0,0,1.0,0.0,0,-0.624268242,3.613499412,1,15,0,0
4,0,1.0,0.0,9,-0.050347108,12.45655864,1,15,0,0
3,0,1.0,0.0,1,-0.164767942,11.14799747,1,15,0,0
21,3,0.684888539,0.291666667,0,0.960382354,47.94692574,2,24,0,0
3,0,0.876106392,-0.166666667,0,-0.242541793,21.75330938,2,24,0,0
1,0,1.0,0.0,0,-0.136276521,12.16810195,1,15,0,0
16,1,0.999932266,0.066666667,0,-0.222925184,9.963820614,3,9,0,0
0,0,0.515315199,0.833333333,0,-0.181850444,10.2443977,4,24,0,0
7,0,1.0,0.0,5,-0.463866492,6.36090876,1,14,0,0
7,0,1.0,-0.333333333,0,-0.400661329,7.201344798,2,15,0,0
8,0,0.662722553,-0.4375,1,-0.434150505,8.761489052,4,23,0,0
2,0,1.0,0.0,0,-0.219526396,10.8083618,1,15,0,0
1,0,1.0,0.0,0,-0.527560191,6.281464453,1,15,0,0
45,2,1.0,-0.254901961,0,-0.092768492,11.78533851,3,16,0,0
5,0,1.0,-0.066666667,0,-0.336166467,8.215748094,2,15,0,0
19,2,1.0,0.0,0,-0.070829331,11.1678679,1,15,2,0
17,1,1.0,0.0,0,0.037529157,9.850190471,1,13,4,0
10,0,1.0,-0.166666667,0,0.782367077,24.32885058,2,12,0,0
5,0,0.720403042,-0.229166667,0,-0.301335991,13.16537472,4,22,0,0
4,0,1.0,-0.138888889,4,-0.472225173,7.934741381,2,18,0,0
1,0,0.989682361,-0.333333333,0,-0.463419221,6.482551088,2,15,0,0
9,0,0.844936046,-0.180555556,0,0.139568913,21.31535135,3,24,0,0
1,0,0.798974833,0.541666667,0,0.606478379,35.09059061,2,24,0,0
8,0,1.0,0.0,0,-0.18565429,9.378717969,1,15,0,0
0,0,1.0,0.0,0,-0.723408765,3.079607357,1,15,0,0
1,0,0.936689293,0.0,0,-0.115836176,12.45860265,2,15,0,0
4,0,0.822008764,0.0,5,-0.32855068,9.171968495,1,15,0,0
1,0,0.4973682,0.0,0,-0.356410415,5.396339395,1,11,0,0
4,0,1.0,0.0,10,-0.204105054,10.57648985,1,14,0,0
1,0,0.872407049,0.0,0,0.195421357,16.96577702,1,14,0,0
0,0,0.969533816,-0.217391304,0,0.093250376,18.89273904,2,23,0,0
0,0,1.0,0.0,12,0.155544104,15.80264504,1,14,0,0
26,2,1.0,0.0,0,0.255213806,17.24088121,1,13,1,0
0,0,1.0,0.041666667,0,3.956230541,216.087295,1,24,0,0
2,0,1.0,-0.033333333,0,-0.350768082,7.820571611,2,15,0,0
17,0,0.954177327,-0.266666667,3,0.089414088,13.82970165,5,20,0,0
40,5,1.0,-0.1875,0,0.875659101,41.83471931,2,19,0,0
14,0,1.0,0.0,0,0.867077965,25.98597954,1,14,0,0
5,0,1.0,0.666666667,6,1.201982965,43.71496692,2,19,0,0
1,0,0.965742514,0.0,0,-0.493365222,6.200765411,1,14,0,0
3,0,0.871824535,0.041666667,3,0.598705591,43.19632249,4,24,0,0
1,0,1.0,0.0,0,-0.599814578,4.838193806,1,14,0,0
0,0,1.0,0.0,0,0.047000005,16.22103969,1,18,0,0
2,0,0.876527948,-0.208333333,0,-0.145545222,12.92287127,2,24,0,0
0,0,1.0,0.0,0,0.526189988,20.09178843,1,14,0,0
9,0,1.0,0.0,0,0.203448734,16.51090394,1,16,0,0
1,0,0.634237284,0.0,0,0.26915157,18.74859443,1,14,0,0
3,0,0.864399984,0.0,0,-0.088777279,4.467336327,1,6,0,0
0,0,0.543332408,0.333333333,0,0.996100723,46.226429,2,24,0,0
0,0,0.813857847,-0.12962963,0,0.163763057,16.33479975,3,18,0,0
13,0,0.350743925,-0.305555556,4,-0.473958444,7.904556446,3,18,0,0
2,0,0.932924855,-0.25,13,-0.32583633,13.17406483,2,24,0,0
6,0,0.833879491,-0.208333333,5,0.44202718,24.94621347,3,20,0,0
5,0,0.944209078,-0.217391304,3,0.124810325,15.39650646,2,23,0,0
1,0,1.0,-0.175,0,-0.19233627,9.395481277,2,20,0,0
1,0,0.986435784,-0.484848485,0,0.215078536,17.96289199,3,20,0,0
5,0,1.0,0.0,0,-0.008908337,13.21792286,1,14,0,0
13,0,1.0,0.588235294,4,0.189515002,24.15620209,2,17,0,0
1,0,1.0,0.0,0,0.391561441,19.70145576,1,14,0,0
0,0,1.0,0.5,0,0.166476792,14.42902768,2,14,0,0
1,0,0.473111822,0.041666667,0,0.171644399,19.66475616,1,24,0,0
20,1,0.792431228,-0.229166667,0,0.47514479,25.24239966,2,24,0,0
7,0,1.0,0.0,0,-0.164716849,9.499565211,1,13,0,0
3,0,0.558243281,0.1,9,-0.591451769,10.3252611,1,20,0,0
1,0,0.925151936,0.0,0,0.097023451,14.90611705,1,22,0,0
5,0,1.0,0.0,0,-0.022841238,11.75267721,1,13,0,0
1,0,0.421591964,-0.384615385,0,0.32889794,16.11767242,2,13,0,0
0,0,0.374131591,-0.463768116,0,0.231558178,16.61707031,3,21,0,0
9,0,0.95647324,-0.307692308,0,0.954047,23.06950427,3,12,0,0
0,0,1.0,-0.386363636,0,-0.355608,8.33875871,2,22,0,0
4,0,0.795517889,-0.318181818,2,-0.430297166,7.233153777,2,22,0,0
3,0,1.0,-0.333333333,5,-0.290960962,7.02631003,2,12,0,0
41,1,0.743184013,0.0,0,-0.288528315,8.616613795,1,13,0,0
13,0,1.0,0.0,0,-0.197153916,7.028460837,1,10,0,0
3,0,0.778047794,-0.041666667,4,-0.250286312,11.1080842,4,24,0,0
12,0,1.0,-0.245614035,0,0.287617497,17.76496418,3,18,0,0
0,0,1.0,0.0,0,-0.5473163,6.033889655,1,16,0,0
0,0,1.0,0.0,0,0.077763381,11.93316057,1,12,0,0
1,0,1.0,0.315789474,0,-0.070147141,11.64945321,2,19,0,0
4,0,0.847351857,-0.291666667,1,0.162685098,27.09874981,4,24,0,0
0,0,0.533758654,0.0,0,-0.020734984,12.16245444,1,13,0,0
8,0,1.0,0.0,1,-0.420299188,6.948837254,1,13,0,0
2,0,0.972195265,-0.236111111,0,1.096498558,33.88553839,3,24,0,0
3,0,0.736079971,-0.192307692,3,-0.300275023,8.379708023,2,13,0,0
3,0,1.0,0.0,10,0.161753058,13.81062874,1,13,0,0
4,0,1.0,-0.307692308,9,-0.456159749,5.683195975,2,13,0,0
2,0,1.0,-0.229166667,0,-0.331870486,11.17123553,2,24,0,0
4,0,0.785948745,-0.153846154,8,-0.007764821,11.10697091,2,10,0,0
22,1,1.0,0.0,1,-0.12026479,24.60370001,1,21,1,0
0,0,0.618718816,0.291666667,0,-0.093239277,15.14015293,4,24,0,0
0,0,1.0,-0.416666667,0,0.016615853,10.66051364,2,12,0,0
3,0,0.72605548,0.0,1,-0.139808042,11.89705366,1,16,0,0
0,0,0.999516191,-0.479166667,0,0.017383534,8.24985546,4,24,0,0
0,0,0.90013915,-0.333333333,0,-0.454651399,6.269818529,2,14,0,0
2,0,0.767622816,0.0,0,0.184517184,8.955020671,1,16,0,0
0,0,1.0,0.0,0,-0.002952824,11.66403807,1,13,0,0
1,0,0.793776432,-0.038461539,0,-0.182439637,9.056241417,3,13,0,0
6,0,0.729323554,-0.166666667,0,-0.495951967,5.657159961,3,15,0,0
6,0,0.993907265,-0.472222222,1,-0.275420053,7.694959366,3,12,0,0
7,0,0.992835072,-0.472222222,0,-0.624594521,3.504865744,3,12,0,0
3,0,1.0,0.0,5,-0.286725568,8.032967449,1,13,0,0
0,0,1.0,0.0,0,-0.359654168,7.026068431,1,13,0,0
28,2,1.0,0.0,0,-0.081138159,10.02634209,1,12,0,0
3,0,1.0,0.291666667,6,-0.298063581,13.30224867,2,24,0,0
1,0,1.0,0.0,0,-0.525477319,4.69427217,1,12,0,0
4,0,1.0,0.0,10,-0.372356809,6.531718289,1,12,0,0
0,0,1.0,0.0,0,4.389192716,63.6703126,1,12,0,0
0,0,0.43877429,-0.305555556,0,-0.39623773,6.548842807,3,18,0,0
4,0,0.62558243,0.083333333,5,-0.277143491,11.01227889,5,24,0,0
0,0,1.0,0.0,0,-0.306659411,6.626746478,1,11,0,0
5,0,1.0,0.0,1,-0.145056979,9.259316247,1,12,0,0
4,0,0.851851195,0.066666667,2,1.157597713,36.39175966,1,12,0,0
3,0,0.9944445,-0.512820513,6,-0.701453176,2.582685356,3,13,0,0
6,0,1.0,0.0,5,0.266769894,14.20123873,1,12,0,0
3,0,1.0,0.0,2,-0.701787619,2.578548572,1,12,0,0
5,0,0.670883449,0.0,4,-0.414246748,6.029039019,1,12,0,0
0,0,0.320702998,0.0,0,0.567962692,17.81555231,1,12,0,0
1,0,1.0,0.0,0,0.255534359,14.06641231,1,12,0,0
2,0,0.951421287,-0.229166667,0,-0.474172221,7.242509074,3,18,0,0
0,0,1.0,0.0,0,-0.009003518,9.900961307,1,11,0,0
19,1,0.978709069,-0.117647059,0,-0.144138633,9.700767158,3,15,0,0
1,0,1.0,0.0,0,-0.341225449,6.905294608,1,12,0,0
1,0,1.0,0.0,0,-0.581336826,4.023958088,1,12,0,0
32,2,1.0,0.0,0,0.192658416,13.311901,1,11,4,0
1,0,0.970150443,0.0,0,-0.447253803,5.632954365,1,12,0,0
7,0,0.876956733,-0.363636364,3,-0.482537322,5.905361424,4,22,0,0
5,0,1.0,-0.424242424,3,-0.443149041,5.125360545,3,11,0,0
44,1,1.0,0.0,0,4.850071403,69.20085684,1,11,0,0
0,0,0.911615396,0.0,0,-0.350604001,6.792751992,1,12,0,0
0,0,0.999711527,-0.183333333,0,0.287374495,15.50173169,5,10,0,0
0,0,0.47636552,0.0,0,-0.69831258,2.620249043,1,12,0,0
5,0,1.0,0.0,1,0.106008114,12.27209737,1,12,0,0
1,0,1.0,-0.416666667,0,-0.282990115,7.604118621,2,12,0,0
6,0,0.987899406,0.461538462,7,0.113982547,12.39807208,2,8,0,0
4,0,1.0,-0.35,9,-0.217800401,6.82199599,2,10,0,0
41,3,1.0,-0.166666667,0,0.381763856,15.58116628,2,9,0,0
0,0,1.0,0.0,0,0.600223038,18.20267646,1,12,0,0
1,0,1.0,0.0,0,1.104618275,24.25541929,1,12,0,0
2,0,1.0,0.0,0,-0.384681876,6.383817488,1,12,0,0
5,0,0.9116906,0.826086957,0,0.265188819,16.83211114,3,23,0,0
8,0,0.453074539,-0.416666667,0,-0.421640029,9.520540017,2,24,0,0
0,0,0.668400358,-0.166666667,0,0.238728871,17.74654675,3,21,0,0
6,0,1.0,0.0,2,0.372151647,15.46581977,1,12,0,0
0,0,0.364930696,-0.236111111,0,-0.133298433,16.82539144,3,23,0,0
0,0,1.0,0.15,0,0.422148228,18.74611129,2,20,0,0
2,0,1.0,0.25,0,0.310113061,14.72135673,2,12,0,0
4,0,0.913628075,-0.147058824,3,0.938691512,25.04853077,2,17,0,0
1,0,0.869938161,-0.45,0,-0.130044399,10.13906866,5,24,0,0
1,0,0.627312512,0.291666667,0,1.57862678,78.05592996,2,24,0,0
0,0,0.967199064,0.0,0,-0.484980506,5.18023393,1,12,0,0
0,0,1.0,0.0,0,0.873677982,8.368389908,1,5,0,0
4,0,1.0,-0.272727273,0,-0.533838345,4.1277782,2,11,0,0
5,0,1.0,0.0,0,0.182498018,13.18997621,1,12,0,0
9,0,1.0,-0.404761905,0,-0.406326396,10.04513892,2,18,0,0
2,0,0.998053754,-0.104166667,0,-0.407519446,8.484859132,2,24,0,0
3,0,1.0,0.0,1,-0.188204516,8.741545812,1,12,0,0
0,0,1.0,0.0,0,-0.573143167,3.695425159,1,11,0,0
4,0,0.737620139,0.0,0,-0.246889003,8.037331962,1,12,0,0
7,0,1.0,0.0,0,-0.600234762,3.397417618,1,11,0,0
1,0,0.564728205,0.027777778,0,0.143895231,33.35130137,4,22,0,0
1,0,1.0,0.0,0,-0.132701505,11.1893135,1,16,0,0
4,0,1.0,-0.180555556,0,-0.001935149,17.40198111,3,24,0,0
1,0,0.947151979,0.0,0,-0.589545558,3.514998858,1,11,0,0
4,0,1.0,-0.136363636,0,-0.228815447,7.48303008,2,11,0,0
0,0,1.0,0.0,0,-0.486395169,4.649653141,1,11,0,0
0,0,1.0,0.0,0,0.150647666,26.05429561,1,24,0,0
11,0,1.0,0.0,0,-0.083377629,9.082846077,1,11,0,0
12,0,1.0,0.0,3,2.078125208,32.85937728,1,11,0,0
14,0,0.867845485,0.0,2,0.240391802,5.201959012,1,5,0,0
49,5,1.0,-0.181818182,0,0.314167456,13.45584201,2,6,1,0
8,0,1.0,0.0,3,2.066862809,32.7354909,1,11,0,0
0,0,1.0,0.0,0,-0.393670754,5.66962171,1,11,0,0
0,0,1.0,0.0,0,-0.287626326,6.836110415,1,11,0,0
8,0,1.0,0.0,4,2.038337979,32.42171777,1,11,0,0
0,0,0.488500536,-0.205882353,0,0.577649933,18.06316817,2,17,0,0
3,0,1.0,0.0,2,0.015433612,10.16976974,1,11,0,0
6,0,1.0,0.727272727,0,0.456836521,15.02520173,2,11,0,0
9,0,1.0,0.0,0,0.066861543,10.73547697,1,11,0,0
4,0,0.94798695,0.166666667,0,0.08951938,15.83555947,3,11,0,0
3,0,1.0,-0.166666667,0,0.660711684,18.92854021,3,12,0,0
2,0,1.0,-0.363636364,0,-0.524675155,4.228573298,2,11,0,0
1,0,0.670471786,-0.454545455,0,-0.466855703,4.864587269,3,11,0,0
0,0,1.0,0.0,0,-0.40039307,4.996069298,1,10,0,0
21,3,0.936170676,-0.333333333,0,0.015830988,11.32477809,3,24,0,0
2,0,0.88755674,0.333333333,0,0.32291433,23.34078957,2,21,0,0
2,0,0.991949976,-0.212121212,0,-0.28952377,6.815238532,3,11,0,0
0,0,1.0,0.0,0,-0.354994803,8.838753096,1,18,0,0
5,0,0.987713032,-0.083333333,1,0.146454103,17.83408398,2,24,0,0
0,0,0.994428331,-0.5,0,0.681100138,29.53437828,3,24,0,0
0,0,0.945921482,0.0,0,-0.528251878,4.189229346,1,11,0,0
4,0,0.911265986,-0.302083333,2,0.172709721,19.87080428,4,18,0,0
5,0,1.0,-0.307692308,7,-0.425649873,6.058721658,3,13,0,0
1,0,0.907750809,-0.363636364,0,-0.439996891,5.160034196,3,11,0,0
1,0,1.0,-0.333333333,0,0.058181442,9.581814423,3,10,0,0
5,0,1.0,0.0,1,1.295376431,24.24914074,1,11,0,0
1,0,1.0,0.0,0,-0.183750094,7.978748971,1,11,0,0
4,0,0.780313931,0.0,8,-0.350368913,6.145941959,1,11,0,0
1,0,0.766524457,-0.264705882,0,-0.117529908,11.12783653,2,17,0,0
0,0,0.340341549,-0.5,0,-0.036671425,13.36309447,3,24,0,0
8,0,0.792841858,0.0,2,1.292104439,24.21314883,1,11,0,0
10,0,1.0,0.0,0,-0.28875424,6.823703357,1,11,0,0
7,0,1.0,0.0,0,-0.199409422,7.80649636,1,11,0,0
2,0,1.0,0.0,0,0.032985217,8.296866956,1,9,0,0
1,0,0.93844114,-0.270833333,0,-0.120783269,18.53178137,2,24,0,0
1,0,1.0,0.0,0,0.106204779,13.54542673,1,16,0,0
5,0,1.0,0.0,5,1.322153055,24.54368361,1,11,0,0
3,0,1.0,0.0,1,-0.581748065,3.600771281,1,11,0,0
1,0,1.0,0.0,0,-0.369244791,5.938307301,1,11,0,0
5,0,1.0,0.0,5,-0.20194509,7.778604007,1,11,0,0
0,0,0.873741899,-0.238095238,0,-0.353149123,9.070365036,4,21,0,0
26,2,0.7078352,0.625,0,4.225645865,153.0977282,3,23,2,0
0,0,1.0,0.0,0,-0.818472314,0.633749176,1,9,0,0
1,0,0.793981646,-0.157894737,0,0.026352207,13.24106199,4,16,0,0
3,0,0.660945537,-0.285714286,0,-0.48493414,4.317007352,2,14,0,0
0,0,0.822284876,-0.14,0,-0.093477785,8.065222149,5,10,0,0
6,0,1.0,0.0,4,-0.063516084,8.364839159,1,10,0,0
3,0,1.0,-0.266666667,2,-0.572309354,3.276906457,3,10,0,0
11,0,1.0,0.0,1,0.094398437,20.58549793,1,24,0,0
1,0,1.0,0.0,0,0.417352657,13.17352657,1,10,0,0
1,0,0.825233781,0.0,0,0.278242312,21.44959883,1,22,0,0
3,0,1.0,-0.2,1,-0.195756215,7.042437853,2,10,0,0
12,0,1.0,-0.208333333,0,0.18054034,15.32726331,2,24,0,0
0,0,1.0,0.0,0,0.083557962,9.835579622,1,10,0,0
1,0,1.0,0.1,0,1.246287241,21.46287241,2,10,0,0
23,1,1.0,0.0,1,3.818294122,58.74010544,1,12,2,0
5,0,0.146163191,-0.055555556,0,0.489476551,50.23337174,4,18,0,0
3,0,1.0,-0.430555556,4,-0.474061655,5.341341612,3,23,0,0
0,0,0.433444914,0.75,0,0.167402131,15.5578953,3,20,0,0
8,0,1.0,0.0,2,-0.189370357,7.106296434,1,10,0,0
4,0,1.0,0.0,2,0.936136612,47.48691803,1,23,0,0
25,2,1.0,-0.25,0,0.198431535,10.98431535,4,8,4,0
3,0,1.0,0.0,6,-0.312960464,5.870395364,1,10,0,0
1,0,1.0,0.0,0,-0.081657656,8.183423438,1,10,0,0
8,0,1.0,0.0,0,0.874657965,17.74657965,1,10,0,0
7,0,1.0,0.0,1,1.206391995,21.06391995,1,10,0,0
6,0,1.0,0.0,0,1.282922422,21.82922422,1,10,0,0
18,1,1.0,0.0,0,-0.129714514,7.702854862,1,9,2,0
3,0,0.797716768,-0.229166667,6,0.045471167,19.25864118,2,24,0,0
11,0,0.822613896,-0.604166667,0,-0.480491898,12.16770051,6,24,0,0
1,0,0.983803746,-0.458333333,0,-0.707862168,3.004817504,3,16,0,0
6,0,0.918846916,0.0,6,-0.493134852,4.068651476,1,10,0,0
0,0,0.84915658,0.0,0,-0.257035577,6.429644233,1,10,0,0
3,0,1.0,0.0,1,0.352806469,12.52806469,1,10,0,0
1,0,0.886723809,-0.291666667,0,-0.285102109,12.93175478,2,24,0,0
2,0,0.579857693,0.0,0,0.143586937,26.36586573,1,24,0,0
1,0,1.0,0.0,0,1.260277831,21.60277831,1,10,0,0
0,0,1.0,-0.136363636,0,-0.495537259,4.549090151,2,11,0,0
4,0,1.0,0.0,1,1.282884987,21.82884987,1,10,0,0
1,0,1.0,-0.45,0,-0.344443196,5.555568038,2,10,0,0
5,0,0.503730682,-0.3125,0,-0.121017681,14.39554972,2,24,0,0
4,0,1.0,-0.208333333,1,2.373418105,74.72561436,2,24,0,0
8,0,1.0,-0.3,1,-0.342290609,5.577093907,2,10,0,0
0,0,1.0,-0.291666667,0,-0.028388732,20.42440658,3,24,0,0
0,0,1.0,0.0,0,0.198452416,10.98452416,1,10,0,0
3,0,1.0,0.0,5,-0.303316804,5.966831963,1,10,0,0
0,0,1.0,0.0,0,-0.127777887,7.722221129,1,10,0,0
6,0,1.0,0.0,3,0.038018838,8.342169546,1,9,0,0
1,0,1.0,0.0,0,0.328824891,12.29515899,1,12,0,0
3,0,0.990832039,-0.3,6,-0.365327789,5.346722112,2,10,0,0
1,0,1.0,0.0,0,0.106853157,10.06853157,1,10,0,0
0,0,0.869877441,0.0,0,-0.206296635,6.937033653,1,10,0,0
7,0,0.784911127,0.0,1,-0.572387906,4.163706047,1,12,0,0
23,1,0.952354629,-0.1,0,0.069252094,9.692520939,2,10,1,0
12,0,1.0,0.0,0,0.855770351,17.55770351,1,10,0,0
6,0,1.0,-0.30952381,1,0.012814043,11.57434234,3,13,0,0
1,0,0.458162617,-0.041666667,0,-0.195680149,14.56168883,4,24,0,0
0,0,0.916441997,-0.173913044,0,-0.703600324,3.098218937,3,23,0,0
5,0,0.966026593,-0.3,2,1.180685746,20.80685746,2,10,0,0
11,0,0.83948729,-0.3125,0,-0.107495252,14.15634521,2,24,0,0
0,0,1.0,0.0,0,0.821786185,17.21786185,1,10,0,0
0,0,1.0,0.0,0,-0.119985235,7.800147646,1,10,0,0
4,0,0.838418081,-0.333333333,1,0.279415523,19.02216826,3,24,0,0
3,0,1.0,0.0,0,0.785199212,15.06679291,1,9,0,0
7,0,1.0,0.0,1,0.644028314,23.9598829,3,16,0,0
0,0,1.0,0.0,0,0.826023894,15.43421505,1,9,0,0
4,0,1.0,0.0,1,0.775861497,14.98275347,1,9,0,0
21,1,1.0,0.0,0,0.85067109,15.65603981,1,9,5,0
1,0,0.91923216,-0.294117647,0,-0.413179974,6.837158474,2,17,0,0
18,1,1.0,0.0,1,-0.154465311,6.609812201,1,9,4,0
0,0,1.0,0.0,0,-0.094765007,6.241879943,1,8,0,0
0,0,1.0,0.0,0,0.370755045,11.3367954,1,9,0,0
0,0,1.0,0.0,0,-0.564288525,2.921403273,1,9,0,0
1,0,0.688085422,0.0,0,-0.47203597,3.751676266,1,9,0,0
0,0,1.0,0.0,0,-0.201003832,13.589716,1,23,0,0
4,0,0.24108499,0.0,3,0.824251096,18.03612584,1,17,0,0
3,0,1.0,0.291666667,5,1.591524742,58.31866509,2,21,0,0
1,0,1.0,0.0,0,-0.270618289,5.5644354,1,9,0,0
0,0,0.883824966,-0.402777778,0,0.24137484,20.90208322,4,22,0,0
5,0,1.0,0.0,1,-0.313902957,5.174873387,1,9,0,0
6,0,1.0,0.0,0,7.097016216,71.87314595,1,9,0,0
8,0,1.0,0.0,1,0.793423272,15.14080944,1,9,0,0
1,0,0.912209895,-0.420289855,0,0.317725035,25.74925578,4,23,0,0
0,0,1.0,0.0,0,0.815403615,15.33863253,2,9,0,0
0,0,1.0,0.0,0,-0.149717823,6.652539595,1,9,0,0
0,0,1.0,0.0,0,-0.334760535,4.987155189,1,9,0,0
10,0,0.999553016,-0.28125,0,-0.189810039,13.82819032,4,16,0,0
1,0,1.0,0.0,0,-0.482621078,3.656410303,1,9,0,0
9,0,1.0,0.0,2,1.671511721,23.04360549,1,9,0,0
2,0,0.984319909,0.0,0,0.758503223,37.86087947,1,22,0,0
1,0,1.0,0.0,0,-0.342188336,4.920304977,1,9,0,0
3,0,0.980036245,-0.041666667,5,0.683827427,28.96045385,2,24,0,0
0,0,0.543197286,0.833333333,0,-0.329235199,17.77748852,3,24,0,0
0,0,1.0,-0.291666667,0,0.468935056,33.70554184,3,24,0,0
0,0,1.0,0.0,0,-0.154455665,6.609899015,1,9,0,0
0,0,1.0,0.0,0,0.76859094,14.91731846,1,9,0,0
0,0,0.980923961,-0.3125,0,0.556080408,15.49976861,2,24,0,0
2,0,1.0,0.0,0,0.782984704,15.04686234,1,9,0,0
4,0,0.844351882,-0.3125,0,-0.136521507,12.84778946,2,24,0,0
1,0,1.0,0.0,0,-0.50815036,3.426646757,1,9,0,0
4,0,1.0,0.333333333,0,0.423517562,11.81165806,2,9,0,0
0,0,1.0,0.0,0,-0.605681894,2.548862953,1,9,0,0
8,0,1.0,0.0,1,0.802916707,15.22625036,1,9,0,0
1,0,1.0,0.0,0,-0.420416524,4.21625128,1,9,0,0
1,0,0.965246127,0.111111111,0,0.62320349,13.95831344,2,9,0,0
2,0,1.0,0.111111111,0,0.212062668,9.908564011,2,9,0,0
1,0,1.0,0.0,0,-0.091450838,7.176942457,1,9,0,0
41,5,1.0,0.0,0,0.983801253,16.85421128,1,8,0,0
23,3,1.0,0.0,0,0.09838966,8.885506939,1,9,0,0
24,3,1.0,0.0,0,0.256792148,19.42198271,1,18,2,0
0,0,0.548279171,0.0,0,-0.205099014,10.79473802,1,9,0,0
5,0,1.0,0.0,1,0.633142706,13.69828435,1,9,0,0
1,0,1.0,-0.416666667,0,-0.495624369,3.763142323,2,12,0,0
0,0,1.0,0.0,0,-0.314376927,5.170607653,1,9,0,0
1,0,1.0,0.0,0,0.196773972,22.1692729,1,23,0,0
3,0,1.0,0.0,4,0.946280062,16.51652056,1,9,0,0
0,0,1.0,0.0,0,0.596649779,13.36984801,1,9,0,0
0,0,0.500381881,-0.46031746,0,-0.358585753,7.76258815,3,21,0,0
4,0,0.995463522,-0.361111111,1,-0.066444524,13.75280695,3,24,0,0
3,0,1.0,0.0,1,0.947591626,14.58073301,1,8,0,0
0,0,1.0,-0.4375,0,-0.629774971,1.961800233,2,8,0,0
16,1,1.0,0.0,0,0.493961185,10.95168948,1,8,1,0
5,0,1.0,0.0,0,-0.177111033,5.58311174,1,8,0,0
26,2,0.830287509,-0.125,1,0.367181775,31.34644268,5,18,3,0
0,0,1.0,-0.217391304,0,-0.117856359,13.66635483,3,23,0,0
0,0,1.0,0.0,0,-0.657100922,1.400293547,1,7,0,0
4,0,0.996763983,-0.5625,3,-0.289125099,12.03595634,4,20,0,0
0,0,1.0,0.0,0,0.579528707,11.63622966,1,8,0,0
11,0,1.0,0.0,0,-0.19939832,5.404813441,1,8,0,0
6,0,1.0,0.0,1,0.543619648,21.29385551,1,10,0,0
9,0,1.0,-0.1875,2,0.080696797,7.645574375,2,8,0,0
1,0,0.853321099,-0.222222222,0,-0.518062143,5.853348693,4,17,0,0
4,0,0.952713144,0.0,0,0.212256161,8.698049286,2,8,0,0
1,0,1.0,0.0,0,0.245376998,8.963015985,1,8,0,0
0,0,1.0,0.0,0,0.595983748,11.76786998,1,8,0,0
15,1,0.558935408,-0.202898551,0,0.438396831,16.92889178,4,23,0,0
7,0,1.0,0.0,0,-0.187957818,5.496337456,1,8,0,0
2,0,1.0,0.0,0,0.587226595,11.69781276,1,8,0,0
0,0,0.571638957,-0.422222222,0,-0.341925262,4.929435215,3,9,0,0
7,0,1.0,-0.30952381,0,0.312779807,20.59936217,2,21,0,0
4,0,0.81441187,-0.333333333,6,-0.213930971,13.29370936,2,24,0,0
1,0,0.938927706,-0.3125,0,-0.058450839,6.532393285,2,8,0,0
6,0,1.0,0.0,3,0.542480573,11.33984459,1,8,0,0
