MAX_ATR_I_12M,NMES_ATR15_I_U6K_24M,RTOT_DACT_DTOT_24M,VAR_PROM_ENT_ACTU_24M,NMES_UATR3_I_24M,VAR_PROM_DEUDIR_ACTU_12M,INC_SUM_ACTSH_ACTU_24M,MAX_ENT_12M,N_NOR_24M,NMES_UATR15_I_U6K_24M,FLG_CLI_DEF60
3,0,1.0,0.458333333,11,0.489182515,27.25235315,2,24,0,0
3,0,1.0,0.0,4,-0.54316793,4.956186841,1,17,0,0
6,0,1.0,0.0,0,-0.157225827,12.5276907,1,17,0,0
0,0,0.806086382,0.0,0,-0.086100251,11.57032771,1,17,0,0
3,0,0.789730591,0.0,2,-0.29141067,11.74741253,1,24,0,0
1,0,1.0,0.0,0,0.509959641,17.11951569,1,12,0,0
0,0,0.868022412,0.0,0,-0.120630696,13.93033742,1,22,0,0
3,0,0.827479935,-0.136363636,6,0.179692906,18.01750101,3,22,0,0
5,0,1.0,0.0,1,-0.158578546,13.04798412,1,17,0,0
5,0,0.877293563,-0.305555556,3,1.588123764,79.16949658,3,24,0,0
30,0,0.790032145,0.380952381,0,0.587997878,32.318475,2,20,0,0
2,0,0.879579665,-0.0625,0,-0.745468981,3.095983148,5,23,0,0
2,0,0.949186221,0.0,0,-0.612239303,4.536830064,1,17,0,0
6,0,1.0,0.0,0,-0.41302644,6.395800153,1,13,0,0
3,0,1.0,-0.402777778,10,-0.534509291,6.445085016,3,24,0,0
11,0,1.0,0.0,0,-0.263055819,7.843330169,1,12,0,0
4,0,1.0,-0.375,1,-0.176558914,18.72142321,2,24,0,0
4,0,0.73653167,-0.402777778,0,-0.104764557,12.67598906,3,24,0,0
0,0,0.473179565,0.0,0,-0.119489688,6.322544869,1,12,0,0
2,0,1.0,0.0,0,0.070268319,13.07018487,1,15,0,0
0,0,0.830011358,-0.095238095,0,-0.095803224,16.50846611,2,15,0,0
2,0,0.970313249,-0.147058824,0,0.290767016,17.70892597,2,11,0,0
0,0,1.0,0.0,0,-0.082209531,13.01638385,1,17,0,0
8,0,0.892402047,-0.354166667,2,-0.283991847,8.943670956,3,16,0,0
4,0,0.564955966,-0.375,3,-0.635783777,6.465906342,2,16,0,0
1,0,1.0,-0.3125,0,-0.10522357,11.78492686,2,16,0,0
8,0,1.0,0.666666667,1,0.660918127,39.25624865,2,24,0,0
3,0,1.0,-0.194444444,0,0.311402242,21.47793878,2,18,0,0
7,0,1.0,-0.4375,1,-0.45963745,6.177855241,2,16,0,0
3,0,1.0,0.208333333,11,-0.360948474,13.3469635,2,23,0,0
3,0,0.468459,0.238095238,11,0.665621987,28.77918095,2,21,0,0
0,0,1.0,0.0,0,0.263205357,18.04676811,1,16,0,0
6,0,1.0,0.0,6,14.82711725,362.5741197,1,16,0,0
9,0,1.0,0.0,0,1.56104229,47.75105362,1,16,0,0
1,0,0.345892874,0.0,0,-0.266469156,12.35712524,1,16,0,0
17,1,1.0,0.789473684,0,2.224403854,55.93542234,2,18,3,0
8,0,1.0,0.0,0,-0.04497613,13.3115699,1,16,0,0
1,0,0.759958263,0.0,0,-0.183954136,9.69955697,1,15,0,0
0,0,1.0,0.0,0,-0.090730558,13.00108278,1,16,0,0
6,0,1.0,0.0,0,0.515413614,21.55037371,1,16,0,0
15,1,1.0,0.6875,0,3.902099565,69.10874026,2,16,5,0
5,0,1.0,0.0,5,-0.402918655,7.851993406,1,16,0,0
4,0,0.855017082,-0.375,11,0.251701546,16.4487742,2,16,0,0
3,0,0.669658918,0.0,5,0.965677932,24.76747463,1,16,0,0
22,1,0.996817048,0.0,0,0.469974318,15.1697175,1,11,0,0
0,0,1.0,0.0,0,0.938741725,24.62633985,1,16,0,0
6,0,0.479838199,0.473684211,0,-0.475619854,9.041461565,2,18,0,0
0,0,1.0,-0.260869565,0,-0.441854803,11.42333844,3,23,0,0
55,4,1.0,0.0,1,0.499061784,24.65473666,1,14,1,0
2,0,0.83182775,0.5,0,1.171103037,37.93904999,2,16,0,0
1,0,1.0,0.0,0,0.181478616,15.2619295,1,16,0,0
2,0,0.13645173,0.0,0,1.116691261,28.23328341,1,16,0,0
16,1,1.0,-0.28125,4,-0.419598575,7.506957134,2,16,4,0
14,0,0.608867086,-0.375,1,-0.529031066,5.976416457,2,16,0,0
0,0,1.0,0.0,0,-0.736190224,3.733647163,1,20,0,0
1,0,1.0,-0.166666667,0,-0.270232939,13.20136695,2,24,0,0
0,0,0.841241198,0.229166667,0,0.170891844,19.28516216,3,23,0,0
7,0,1.0,-0.291666667,0,-0.525262235,5.623501708,3,16,0,0
4,0,0.897576493,0.138888889,0,0.12309835,22.29179865,6,21,0,0
16,1,0.813950624,-0.4,1,-0.316997296,7.53996509,2,15,5,0
11,0,1.0,0.0,1,0.005839321,10.14036353,1,14,0,0
49,0,1.0,0.0,7,0.552801294,23.78766374,1,14,0,0
18,0,0.934216936,-0.444444444,2,-0.308410067,10.33509849,3,22,0,0
14,0,1.0,0.0,0,-0.024469406,10.11130236,1,13,0,0
51,3,0.891866146,0.0,0,-0.190644449,11.3122576,1,13,0,0
0,0,0.611294193,0.0,0,0.590867198,28.4845679,1,15,0,0
8,0,0.975770839,0.0,2,0.202530884,15.70631622,1,15,0,0
12,0,0.989864255,-0.125,0,-0.049689708,21.23667239,3,24,0,0
6,0,1.0,0.0,1,-0.215984177,10.89906265,1,15,0,0
1,0,1.0,-0.4,0,-0.123175102,9.81857529,3,15,0,0
1,0,1.0,0.0,0,0.167777998,13.152881,1,13,0,0
4,0,1.0,0.0,4,-0.042917274,12.72691491,1,15,0,0
0,0,1.0,-0.205882353,0,0.324764779,18.64938103,2,17,0,0
4,0,0.940986993,-0.0625,6,-0.041581043,20.87378273,2,23,0,0
10,0,0.808360946,0.0,2,0.409132742,21.49951822,1,23,0,0
5,0,0.902864966,-0.1875,0,-0.373873334,11.93103727,2,23,0,0
3,0,0.880425371,-0.326086957,11,0.259389329,15.84402238,4,23,0,0
5,0,1.0,0.0,11,0.24765695,17.07709721,1,15,0,0
3,0,1.0,-0.233333333,3,-0.456993993,5.82502213,2,15,0,0
5,0,1.0,0.666666667,5,5.144018495,80.21635403,2,15,0,0
40,1,1.0,0.0,0,1.092214348,34.0773625,1,15,0,0
5,0,1.0,-0.225,1,0.032933042,13.6911949,2,20,0,0
4,0,0.816724298,-0.322916667,1,0.12110361,21.69257396,4,24,0,0
2,0,1.0,0.0,0,0.047650171,13.95137147,1,15,0,0
14,0,1.0,0.0,0,-0.396671713,7.737449595,1,15,0,0
20,1,1.0,-0.396825397,4,-0.400999112,7.903581139,3,21,4,0
3,0,0.910656846,0.055555556,6,-0.059647181,18.60852433,4,24,0,0
2,0,0.848177987,-0.066666667,0,0.057731296,13.66728138,3,10,0,0
3,0,0.860135425,0.020833333,2,-0.108286087,14.83807177,2,24,0,0
5,0,1.0,0.857142857,2,0.515945666,20.90507648,2,14,0,0
0,0,0.784413733,-0.020833333,0,-0.332128798,11.27966546,3,24,0,0
0,0,1.0,0.125,0,0.929509697,63.7813424,1,24,0,0
0,0,0.593133042,-0.145833333,0,-0.042871596,19.47389341,2,24,0,0
7,0,1.0,-0.615384615,8,-0.328995304,7.800897301,3,13,0,0
1,0,1.0,0.0,0,-0.002702145,12.31621975,1,14,0,0
0,0,0.779034103,0.0,0,-0.500320531,4.685941546,1,13,0,0
0,0,0.821729214,0.0,0,0.098795817,13.36766254,1,15,0,0
3,0,0.943711361,0.0,9,0.92813799,34.25787796,1,19,0,0
3,0,0.997031185,-0.02173913,2,0.35240199,21.19283117,3,18,0,0
1,0,1.0,0.0,0,0.272199075,5.360995373,1,5,0,0
6,0,1.0,0.0,0,0.019243636,13.12002879,1,14,0,0
7,0,1.0,0.0,1,0.399136974,19.50483257,1,14,0,0
4,0,1.0,0.0,0,0.075409512,15.99824012,1,14,0,0
24,1,1.0,0.0,0,-0.080350836,12.59174998,1,14,0,0
3,0,0.862194902,-0.428571429,0,-0.077178845,10.27273283,2,14,0,0
0,0,0.685125286,0.0,0,0.152882185,15.47969589,1,14,0,0
1,0,0.875171214,-0.157894737,0,-0.418869678,7.165488385,4,17,0,0
2,0,1.0,0.0,0,-0.329209868,8.062746228,1,13,0,0
5,0,0.942282775,-0.357142857,7,-0.248322227,8.943078758,2,14,0,0
0,0,0.926914107,-0.547619048,0,0.091627988,12.96939009,3,14,0,0
0,0,0.999839517,-0.196078431,0,-0.559109307,5.668537862,3,17,0,0
0,0,0.60983121,0.0,0,0.030281795,11.69993212,1,13,0,0
5,0,1.0,0.0,5,-0.285932936,9.199621621,1,14,0,0
0,0,0.962494146,-0.464285714,0,-0.510237193,6.034043209,2,14,0,0
2,0,0.839561202,-0.30952381,0,-0.535076177,4.977360713,3,14,0,0
1,0,1.0,0.0,0,-0.507609512,6.190001326,1,14,0,0
1,0,0.365542352,0.0,0,-0.611391815,4.172241702,1,14,0,0
10,0,1.0,0.0,5,0.250797442,17.16875998,1,14,0,0
13,0,1.0,0.0,3,-0.49387074,5.246245807,1,14,0,0
0,0,1.0,0.0,0,-0.192407057,9.643338455,1,14,0,0
4,0,1.0,0.0,6,-0.542612636,5.01857527,1,14,0,0
5,0,1.0,-0.075,3,0.47609579,24.16803582,3,20,0,0
2,0,1.0,-0.088235294,0,0.360536692,19.09233361,2,17,0,0
1,0,0.678175534,-0.166666667,0,-0.187228605,15.74266807,2,22,0,0
2,0,0.969272017,0.0,0,-0.374530099,7.404944491,1,14,0,0
38,0,1.0,0.0,0,-0.077562175,12.9152642,1,13,0,0
5,0,0.528533448,0.0,2,2.386535732,40.22563423,1,14,0,0
0,0,0.991059212,-0.208333333,0,0.107735999,28.67886011,2,24,0,0
3,0,0.960285241,0.0,3,-0.251460666,8.798339673,1,13,0,0
9,0,0.864198643,-0.214285714,5,-0.1421378,10.06111876,2,8,0,0
9,0,0.830413163,-0.266666667,2,-0.227744441,11.08282164,5,24,0,0
7,0,1.0,-0.347222222,2,0.267400995,18.5704549,3,24,0,0
14,0,0.656104145,-0.263888889,10,-0.297043021,12.94898179,3,23,0,0
1,0,0.589164612,0.0,0,-0.127680418,12.33559203,1,14,0,0
25,2,0.8929505,-0.214285714,1,0.315830411,16.0021632,2,12,1,0
0,0,0.530668851,0.0,0,0.017372639,11.77930436,1,13,0,0
3,0,0.800008123,-0.0625,10,-0.304451636,12.15080756,2,24,0,0
0,0,1.0,0.0,0,-0.258519905,8.432024821,1,13,0,0
0,0,1.0,-0.230769231,0,-0.709202737,2.818151765,2,11,0,0
0,0,0.476409405,-0.476190476,0,-0.439825076,7.114256951,6,21,0,0
0,0,0.958598454,-0.416666667,0,-0.098895742,11.76739798,6,23,0,0
35,1,1.0,0.0,0,-0.311086176,7.726025162,1,13,0,0
10,0,1.0,0.0,0,-0.419230442,6.967419709,1,13,0,0
4,0,1.0,0.0,11,0.464987046,18.33666929,1,13,0,0
10,0,0.959418617,-0.105263158,1,-0.596918111,7.672939361,3,16,0,0
1,0,1.0,0.0,0,0.689972793,31.46576044,1,22,0,0
10,0,0.910240097,-0.384615385,0,-0.40107179,6.318978425,2,13,0,0
3,0,0.686947356,-0.416666667,4,-0.212238612,15.61357776,4,24,0,0
8,0,0.524202332,-0.402777778,0,-0.368523294,13.30826341,3,24,0,0
15,1,0.962577106,-0.272727273,1,0.023720481,14.32444951,3,21,1,0
1,0,1.0,-0.125,0,-0.153539636,11.05871487,3,16,0,0
5,0,0.7663536,0.0625,10,-0.040069219,25.86480312,6,23,0,0
2,0,0.800338946,0.0,0,-0.23443044,7.315895531,1,11,0,0
2,0,0.878875351,0.076923077,0,-0.624225317,3.671780818,5,13,0,0
1,0,1.0,0.0,0,-0.393852686,6.905192895,1,13,0,0
12,0,1.0,0.0,0,-0.159838092,9.469455371,1,13,0,0
0,0,0.645044716,0.0,0,-0.117861218,13.95262231,1,17,0,0
15,1,1.0,0.0,0,0.259791518,15.12621369,1,13,3,0
17,2,1.0,0.0,0,6.595280544,140.6827739,1,13,2,0
5,0,1.0,0.0,1,0.465583269,17.22436409,1,13,0,0
0,0,1.0,0.0,0,-0.496785029,5.559976822,1,13,0,0
0,0,1.0,0.0,0,-0.395838572,6.749195079,1,13,0,0
1,0,1.0,-0.09375,0,-0.311360326,8.014924767,2,16,0,0
1,0,0.979006689,0.541666667,0,0.236493236,27.58144905,2,24,0,0
7,0,1.0,0.461538462,10,1.205370651,28.58835843,2,13,0,0
0,0,0.937705257,-0.038461539,0,-0.156483204,9.196531604,2,13,0,0
0,0,0.928783884,-0.346153846,0,-0.596103997,3.996966254,2,13,0,0
1,0,1.0,0.0,0,-0.715635903,2.808498599,1,13,0,0
2,0,1.0,0.0,0,0.584726471,20.1302596,1,13,0,0
5,0,0.625577702,-0.25,11,-0.417867169,10.70497688,2,19,0,0
2,0,1.0,0.0,0,-0.056838193,11.11301696,1,13,0,0
5,0,1.0,0.0,0,0.603030504,21.67920995,1,17,0,0
3,0,1.0,0.097222222,3,0.282524383,36.19066416,4,23,0,0
21,3,0.893488687,0.954545455,0,0.570243007,19.0666532,3,13,0,0
6,0,1.0,0.0,1,-0.057311298,10.31226442,1,12,0,0
8,0,1.0,0.5625,1,5.839374195,93.50022919,2,16,0,0
3,0,0.987320323,0.846153846,1,-0.445068077,5.659236221,2,13,0,0
8,0,1.0,0.0,3,0.684601335,15.84601335,1,10,0,0
1,0,1.0,0.0,0,-0.634957523,3.380509725,1,12,0,0
1,0,1.0,-0.430555556,0,0.048673997,26.8694962,3,24,0,0
4,0,1.0,0.0,11,-0.138652369,9.336171568,1,12,0,0
13,0,0.656325733,-0.125,0,0.238170086,24.04090372,3,23,0,0
25,2,1.0,0.0,0,0.290011219,14.48013462,1,12,1,0
0,0,1.0,0.0,0,4.349202592,63.19043111,1,12,0,0
0,0,0.986786027,-0.416666667,0,0.002623895,11.03148674,2,12,0,0
28,1,0.92760899,-0.166666667,0,-0.032518413,10.60977905,2,9,0,0
3,0,1.0,0.0,0,-0.106669298,9.71996843,1,12,0,0
8,0,0.795207681,-0.472222222,3,-0.563809274,5.779029308,3,23,0,0
7,0,0.869704603,0.0,0,0.2250681,24.99579369,3,24,0,0
1,0,1.0,0.0,0,-0.192921216,8.684945404,1,12,0,0
7,0,1.0,-0.25,4,-0.523393505,4.719277936,2,12,0,0
1,0,1.0,0.0,0,-0.175061392,8.899263297,1,12,0,0
0,0,1.0,0.0,0,0.370569508,15.4468341,1,12,0,0
1,0,1.0,0.0,0,-0.618810311,3.574276268,1,12,0,0
4,0,1.0,0.0,1,-0.130177728,18.38795971,1,24,0,0
2,0,1.0,0.0,0,-0.498862501,5.013649994,1,12,0,0
2,0,1.0,0.0,0,1.522162918,26.75408212,1,12,0,0
0,0,1.0,0.0,0,0.121954182,9.097587635,1,9,0,0
3,0,1.0,-0.125,1,-0.263388164,4.892894687,2,8,0,0
15,1,0.977842026,-0.25,0,0.320594127,26.17373871,2,23,0,0
3,0,1.0,0.0,7,0.40879419,15.90553028,1,12,0,0
2,0,1.0,0.0,0,-0.344204506,6.86954593,1,12,0,0
3,0,0.917209065,-0.583333333,3,-0.695265067,2.656819191,3,12,0,0
0,0,1.0,0.0,0,0.055225753,10.60748328,1,11,0,0
0,0,0.704069999,-0.25,0,-0.246844437,9.72414104,2,24,0,0
0,0,0.795347545,-0.038461539,0,-0.40498605,6.51248762,2,13,0,0
1,0,1.0,-0.25,0,-0.234275037,8.188699552,2,12,0,0
1,0,0.506003519,0.0,0,0.617535247,18.41042296,1,12,0,0
3,0,0.996574659,0.0,1,0.728380601,21.2308112,1,16,0,0
1,0,0.78561873,0.083333333,0,-0.216906708,10.04204711,3,20,0,0
4,0,1.0,0.0,1,0.072724897,17.50112379,1,21,0,0
4,0,0.496565458,-0.5,0,-0.476577103,5.281074771,3,12,0,0
1,0,0.957931672,-0.5,0,0.176790996,13.12149195,3,12,0,0
7,0,1.0,0.0,1,0.201156165,13.41387398,1,12,0,0
6,0,1.0,0.0,7,-0.309734558,7.283185301,1,12,0,0
3,0,0.987527929,0.090909091,2,1.469105628,26.16016191,2,11,0,0
9,0,1.0,0.0,0,0.665246699,17.31771369,1,11,0,0
3,0,0.977693616,-0.488888889,1,0.009696288,11.23870247,3,15,0,0
2,0,1.0,0.0,0,-0.168017753,8.151804715,2,11,0,0
4,0,1.0,0.0,6,-0.087732967,9.034937368,1,11,0,0
1,0,1.0,0.0,0,-0.055693323,9.38737345,1,11,0,0
3,0,1.0,0.333333333,7,0.012231684,23.72763372,2,24,0,0
1,0,0.704589339,0.125,0,0.103582085,21.07909657,2,22,0,0
1,0,1.0,0.0,0,-0.606768723,3.325544047,2,11,0,0
0,0,1.0,0.0,0,-0.237945821,7.382595965,1,11,0,0
6,0,1.0,0.0,5,-0.074175272,9.184072008,1,11,0,0
1,0,0.965794828,-0.208333333,0,0.501469431,20.67113928,3,16,0,0
2,0,1.0,0.0,0,2.146266307,33.60892938,1,11,0,0
3,0,1.0,-0.454545455,7,-0.587813242,3.534054338,2,11,0,0
43,1,1.0,0.0,0,-0.099173459,8.909091947,1,11,0,0
3,0,1.0,-0.020833333,11,-0.25698365,12.8481088,2,24,0,0
0,0,1.0,0.0,0,-0.345584487,6.198570642,1,11,0,0
1,0,0.96894825,0.020833333,0,-0.076913784,19.81194646,3,23,0,0
0,0,0.617184861,-0.514705882,0,-0.702233966,2.99877639,4,13,0,0
3,0,1.0,0.0,3,-0.308820168,6.602978147,1,11,0,0
5,0,1.0,0.0,1,0.207115474,12.27827021,1,11,0,0
1,0,1.0,0.047619048,0,0.361042054,20.71794946,2,21,0,0
0,0,0.297884777,0.111111111,0,-0.14838382,11.54304156,2,18,0,0
2,0,1.0,0.0,0,-0.554528317,3.900188513,3,11,0,0
10,0,0.844621025,0.0,0,-0.175146782,9.306621137,4,17,0,0
0,0,0.603533449,0.0,0,0.023931435,10.26324579,1,11,0,0
7,0,1.0,0.0,1,-0.397428304,5.628288661,1,11,0,0
24,3,0.961288356,-0.027777778,3,0.057619477,15.22610784,3,19,3,0
3,0,1.0,-0.25,2,-0.124496843,9.506037887,3,12,0,0
0,0,0.856569476,-0.225,0,1.338415807,34.55034419,2,20,0,0
3,0,0.862398287,-0.416666667,4,0.008947398,12.62239859,3,16,0,0
6,0,1.0,-0.181818182,3,0.467381193,15.14119312,2,6,0,0
1,0,1.0,0.0,0,0.794771032,18.74248135,1,11,0,0
1,0,0.791137262,0.277777778,0,-0.625777263,6.50284631,6,23,0,0
1,0,1.0,0.0,0,0.570557946,16.27613741,1,11,0,0
9,0,0.944240697,-0.6125,0,-0.470119573,6.380706078,4,19,0,0
0,0,1.0,0.0,0,0.195775254,12.15352779,1,11,0,0
4,0,0.938273375,0.0,3,0.580325844,33.44033225,3,24,0,0
4,0,0.981022878,-0.25,6,0.540978966,16.42463543,2,16,0,0
0,0,1.0,0.0,0,-0.031155471,9.657289815,1,11,0,0
0,0,1.0,0.0,0,0.540131872,14.40131872,1,10,0,0
3,0,1.0,0.454545455,3,0.846755969,19.31431566,2,11,0,0
2,0,1.0,-0.363636364,0,-0.544468857,4.010842574,2,11,0,0
2,0,1.0,-0.4,0,-0.296450172,6.035498284,2,10,0,0
30,3,1.0,-0.3,0,-0.002280867,15.64499844,2,19,0,0
8,0,0.396439523,0.666666667,1,2.479578043,85.38498798,4,18,0,0
5,0,0.805844775,-0.270833333,5,0.681134512,31.64252418,2,24,0,0
3,0,1.0,-0.05,5,0.160872546,10.60872546,2,10,0,0
1,0,1.0,0.0,0,-0.143232357,7.567676435,1,10,0,0
10,0,1.0,0.0,0,1.195538796,20.95538796,1,10,0,0
0,0,0.370642783,-0.340909091,0,0.563627231,20.2260495,2,22,0,0
2,0,0.792265456,0.272727273,0,0.37334898,12.78329143,2,10,0,0
8,0,1.0,0.0,0,-0.412855284,4.87144716,1,10,0,0
1,0,1.0,0.15,0,-0.175845467,14.80844639,2,20,0,0
1,0,1.0,0.0,0,-0.144869739,7.551302613,1,10,0,0
10,0,1.0,0.104166667,1,-0.015463189,16.749812,3,24,0,0
0,0,0.375758714,0.0,0,0.785724227,26.64073891,1,19,0,0
1,0,1.0,0.0,0,0.372342411,12.72342411,1,10,0,0
31,1,1.0,0.0,3,1.272751738,21.72751738,1,9,5,0
10,0,1.0,-0.444444444,0,0.276887275,25.88797428,3,23,0,0
1,0,0.226109318,-0.441176471,0,-0.360136274,5.621281355,2,10,0,0
0,0,1.0,0.0,0,0.711957079,25.06067274,1,17,0,0
3,0,0.985358231,0.958333333,7,6.165169387,301.4847718,3,24,0,0
31,3,1.0,0.0,0,1.265079694,37.36496229,1,14,3,0
2,0,0.25645546,-0.152777778,0,-0.328656034,11.35791128,3,23,0,0
0,0,0.915787347,0.0,0,0.099408822,9.994088224,1,10,0,0
3,0,1.0,0.0,3,-0.208667793,6.913322072,1,10,0,0
8,0,0.752834609,0.071428571,0,-0.178244793,9.500678268,3,13,0,0
1,0,0.990531693,-0.194444444,0,0.115932116,26.33604334,3,24,0,0
0,0,1.0,0.0,0,-0.632836772,2.671632284,1,10,0,0
10,0,0.998034139,-0.385416667,0,-0.106648234,14.92007501,4,24,0,0
0,0,1.0,0.583333333,0,0.512437678,49.02520595,2,19,0,0
0,0,1.0,0.0,0,1.16969858,20.6969858,1,10,0,0
45,4,1.0,0.0,1,1.133090002,20.33090002,1,6,1,0
0,0,1.0,0.0,0,-0.450636517,4.493634833,1,10,0,0
4,0,1.0,0.1,1,-0.511668725,7.916744587,2,19,0,0
0,0,0.50110415,0.0,0,-0.504245082,4.395334883,1,15,0,0
3,0,0.975798824,0.013888889,2,-0.111248298,22.37286839,3,22,0,0
2,0,0.894251996,-0.291666667,0,-0.287779206,13.70070074,2,24,0,0
6,0,1.0,0.0,4,0.822467896,17.22467896,1,10,0,0
5,0,1.0,0.6,0,0.640182021,15.40182021,2,10,0,0
1,0,1.0,-0.1,0,-0.077112346,3.614438272,2,5,0,0
1,0,1.0,-0.013888889,0,-0.018499099,22.25795272,4,24,0,0
2,0,0.689157277,-0.305555556,0,0.939014823,30.49830504,3,24,0,0
2,0,1.0,0.0,0,0.360673821,12.60673821,1,10,0,0
4,0,0.99238593,0.645833333,0,-0.385789523,9.706466505,5,21,0,0
1,0,0.858513992,-0.130434783,0,-0.33468447,11.92327272,3,22,0,0
0,0,1.0,0.0,0,-0.160032703,7.399672968,1,10,0,0
8,0,0.564255283,-0.291666667,4,0.518119876,48.12840289,2,22,0,0
0,0,1.0,0.0,0,-0.400995109,4.990048909,1,10,0,0
13,0,1.0,-0.291666667,0,0.928209346,38.36133317,2,21,0,0
7,0,1.0,0.0,0,1.17130602,20.7130602,1,10,0,0
3,0,0.973323696,-0.270833333,7,-0.108446344,21.77720162,2,19,0,0
28,2,1.0,0.0,0,0.924221027,18.24221027,1,10,0,0
6,0,0.972518435,-0.166666667,0,0.178230515,15.62742015,3,24,0,0
14,0,0.773908702,-0.347222222,1,-0.013870344,12.30221746,4,16,0,0
8,0,1.0,-0.323529412,1,-0.492137739,6.258982042,2,17,0,0
1,0,1.0,0.0,0,-0.580230914,3.197690863,1,10,0,0
5,0,1.0,-0.3,3,-0.582564497,3.174355028,2,10,0,0
1,0,1.0,0.0,0,1.798766839,26.98766839,1,10,0,0
0,0,1.0,-0.25,0,0.054416091,9.544160905,2,10,0,0
1,0,1.0,0.0,0,0.830291176,17.30291176,1,10,0,0
1,0,1.0,0.0,0,0.852704935,15.67434442,1,9,0,0
0,0,1.0,0.0,0,0.803848389,17.03848389,1,10,0,0
1,0,1.0,0.0,0,0.220664879,9.985983907,1,9,0,0
11,0,1.0,-0.083333333,0,-0.059817938,10.28218475,2,12,0,0
53,4,1.0,0.0,0,0.235760472,11.35760472,1,7,1,0
2,0,1.0,0.0,0,0.790996767,15.1189709,1,9,0,0
3,0,1.0,0.0,1,0.952937945,18.52937945,1,10,0,0
0,0,0.878288147,0.0,0,-0.240266969,5.837597281,1,9,0,0
26,2,1.0,-0.2,1,0.048166821,13.05359553,2,14,2,0
11,0,1.0,0.0,0,-0.398642503,4.412217473,1,9,0,0
6,0,0.991745458,0.0,0,-0.398247068,5.424112929,1,11,0,0
14,0,0.847578951,-0.333333333,0,-0.006198971,14.20348338,4,23,0,0
1,0,1.0,0.0,0,0.451921726,12.06729554,1,9,0,0
11,0,1.0,-0.375,0,-0.157510826,18.39663837,2,21,0,0
2,0,0.69761837,0.21875,0,0.051010176,14.67179216,3,16,0,0
1,0,1.0,0.0,0,0.879577826,15.91620043,1,9,0,0
0,0,0.922087783,-0.395833333,0,-0.001234178,17.70867204,4,20,0,0
0,0,1.0,0.0,0,0.099798427,8.898185841,1,9,0,0
4,0,0.93355642,-0.277777778,0,0.391557603,56.49281844,3,24,0,0
2,0,1.0,0.0,0,-0.034029876,7.693731118,1,9,0,0
1,0,0.656111411,-0.097222222,0,-0.233373516,14.99131031,4,24,0,0
0,0,1.0,0.0,0,0.168691426,9.518222838,1,9,0,0
0,0,1.0,0.0,0,0.251427062,10.26284356,1,9,0,0
12,0,1.0,0.0,9,-0.210630653,6.10432412,2,9,0,0
4,0,1.0,0.0,3,1.662790663,22.96511596,1,9,0,0
9,0,0.610779872,-0.388888889,0,-0.350708556,4.843622996,2,9,0,0
6,0,1.0,0.0,0,0.808469648,15.27622683,1,9,0,0
2,0,1.0,-0.41025641,0,-0.330946275,7.62575541,3,13,0,0
0,0,1.0,0.0,0,0.296632651,10.66969386,1,9,0,0
0,0,0.692325716,0.0,0,-0.499219738,3.507022361,1,9,0,0
1,0,1.0,-0.111111111,0,-0.061167223,7.449494992,3,9,0,0
6,0,1.0,0.0,7,0.792342409,15.13108168,1,9,0,0
0,0,1.0,0.0,0,-0.18479828,6.336815484,1,9,0,0
4,0,0.871507703,0.411764706,0,-0.292630454,19.33116883,1,15,0,0
1,0,1.0,0.0,0,-0.342651761,4.916134153,1,9,0,0
16,1,0.805404405,0.0,1,-0.161276847,6.548508379,1,9,3,0
6,0,1.0,-0.491666667,0,0.007683152,19.48162407,5,14,0,0
1,0,0.934917935,1.0,0,0.005575923,16.80438327,3,22,0,0
6,0,1.0,0.041666667,3,0.753862846,32.5334648,2,24,0,0
3,0,1.0,0.0,1,0.868764554,15.81888099,1,9,0,0
0,0,0.791363358,0.0,0,-0.390439695,4.486042747,1,9,0,0
8,0,0.969787504,-0.426666667,0,-0.280915071,7.90055975,5,15,0,0
9,0,0.584743832,-0.318181818,0,-0.303239003,5.43549428,2,11,0,0
2,0,0.761694967,-0.319444444,0,0.160168405,19.27221488,3,24,0,0
0,0,0.947279979,0.0,0,-0.551260957,3.038651385,1,9,0,0
0,0,1.0,-0.25,0,0.099412144,13.4065326,2,18,0,0
4,0,0.931214859,-0.208333333,2,0.039200049,21.68640254,3,24,0,0
0,0,1.0,-0.230769231,0,-0.264680316,8.052935739,3,13,0,0
1,0,1.0,0.0,0,0.683048821,14.14743939,1,9,0,0
6,0,1.0,0.0,1,-0.211891916,6.092972753,1,9,0,0
2,0,1.0,0.0,0,0.800513012,15.2046171,1,9,0,0
4,0,0.630234141,0.090909091,0,-0.392536053,5.346742684,3,11,0,0
9,0,1.0,0.0,0,0.309744998,10.78770498,1,9,0,0
1,0,0.823873442,0.0,0,-0.701652248,6.071938988,1,17,0,0
2,0,1.0,0.0,0,-0.60849286,2.523564258,1,9,0,0
21,0,1.0,0.0,0,0.644863196,13.80376876,1,9,0,0
3,0,1.0,0.0,1,0.252655449,10.27389904,1,9,0,0
0,0,1.0,0.0,0,-0.417876624,4.239110387,1,9,0,0
12,0,1.0,-0.229166667,0,1.248115679,46.66352137,3,23,0,0
7,0,1.0,0.0,0,-0.309399125,5.215407879,1,9,0,0
5,0,1.0,0.0,0,0.359611705,8.517281932,1,7,0,0
1,0,1.0,0.0,0,0.076877011,7.615016085,1,8,0,0
